,PM2.5(µg/m3),PM10_mask,Temp(C),WindDir,Wind Speed(km/h)
2016-09-22 16:00:00,35.3,1.0,30.0,70,8
2016-09-22 17:00:00,39.4,1.0,30.0,70,8
2016-09-22 18:00:00,41.5,1.0,30.0,70,8
2016-09-22 19:00:00,40.55,1.0,27.3,70,11
2016-09-22 20:00:00,39.6,1.0,27.3,70,11
2016-09-22 21:00:00,36.6,1.0,27.3,70,11
2016-09-22 22:00:00,36.6,1.0,27.0,85,7
2016-09-22 23:00:00,39.3,1.0,27.0,85,7
2016-09-23 00:00:00,35.2,1.0,27.0,85,7
2016-09-23 01:00:00,20.7,1.0,25.9,105,10
2016-09-23 02:00:00,11.6,1.0,25.9,105,10
2016-09-23 03:00:00,14.4,1.0,25.9,105,10
2016-09-23 04:00:00,15.8,1.0,25.7,110,11
2016-09-23 05:00:00,22.7,1.0,25.7,110,11
2016-09-23 06:00:00,12.8,1.0,25.7,110,11
2016-09-23 07:00:00,19.9,1.0,25.5,105,10
2016-09-23 08:00:00,15.0,1.0,25.5,105,10
2016-09-23 09:00:00,11.5,1.0,25.5,105,10
2016-09-23 10:00:00,15.8,1.0,26.8,100,8
2016-09-23 11:00:00,21.2,1.0,26.8,100,8
2016-09-23 12:00:00,27.2,1.0,26.8,100,8
2016-09-23 13:00:00,19.9,1.0,28.1,150,7
2016-09-23 14:00:00,29.5,1.0,28.1,150,7
2016-09-23 15:00:00,32.0,1.0,28.1,150,7
2016-09-23 16:00:00,30.6,1.0,29.1,220,6
2016-09-23 17:00:00,30.6,1.0,29.1,220,6
2016-09-23 18:00:00,29.9,1.0,29.1,220,6
2016-09-23 19:00:00,32.5,1.0,26.3,55,6
2016-09-23 20:00:00,31.8,1.0,26.3,55,6
2016-09-23 21:00:00,27.9,1.0,26.3,55,6
2016-09-23 22:00:00,24.5,1.0,25.9,60,6
2016-09-23 23:00:00,22.2,1.0,25.9,60,6
2016-09-24 00:00:00,22.6,1.0,25.9,60,6
2016-09-24 01:00:00,19.5,1.0,25.6,50,12
2016-09-24 02:00:00,20.3,1.0,25.6,50,12
2016-09-24 03:00:00,21.7,1.0,25.6,50,12
2016-09-24 04:00:00,22.4,1.0,25.2,95,8
2016-09-24 05:00:00,30.2,1.0,25.2,95,8
2016-09-24 06:00:00,26.4,1.0,25.2,95,8
2016-09-24 07:00:00,20.9,1.0,25.1,185,3
2016-09-24 08:00:00,20.9,1.0,25.1,185,3
2016-09-24 09:00:00,19.6,1.0,25.1,185,3
2016-09-24 10:00:00,23.4,1.0,27.5,220,11
2016-09-24 11:00:00,23.354999999999997,1.0,27.5,220,11
2016-09-24 12:00:00,23.31,1.0,27.5,220,11
2016-09-24 13:00:00,23.265,1.0,30.2,260,13
2016-09-24 14:00:00,23.22,1.0,30.2,260,13
2016-09-24 15:00:00,23.174999999999997,1.0,30.2,260,13
2016-09-24 16:00:00,23.13,1.0,30.6,275,16
2016-09-24 17:00:00,23.085,1.0,30.6,275,16
2016-09-24 18:00:00,23.04,1.0,30.6,275,16
2016-09-24 19:00:00,22.994999999999997,1.0,26.9,255,6
2016-09-24 20:00:00,22.95,1.0,26.9,255,6
2016-09-24 21:00:00,22.905,1.0,26.9,255,6
2016-09-24 22:00:00,22.86,1.0,26.9,245,3
2016-09-24 23:00:00,22.814999999999998,1.0,26.9,245,3
2016-09-25 00:00:00,22.77,1.0,26.9,245,3
2016-09-25 01:00:00,22.725,1.0,26.3,255,7
2016-09-25 02:00:00,22.68,1.0,26.3,255,7
2016-09-25 03:00:00,22.634999999999998,1.0,26.3,255,7
2016-09-25 04:00:00,22.59,1.0,25.9,245,5
2016-09-25 05:00:00,22.545,1.0,25.9,245,5
2016-09-25 06:00:00,22.5,1.0,25.9,245,5
2016-09-25 07:00:00,22.455,1.0,26.9,205,9
2016-09-25 08:00:00,22.41,1.0,26.9,205,9
2016-09-25 09:00:00,22.365000000000002,1.0,26.9,205,9
2016-09-25 10:00:00,22.32,1.0,29.4,210,11
2016-09-25 11:00:00,22.275,1.0,29.4,210,11
2016-09-25 12:00:00,22.23,1.0,29.4,210,11
2016-09-25 13:00:00,22.185000000000002,1.0,31.3,250,12
2016-09-25 14:00:00,22.14,1.0,31.3,250,12
2016-09-25 15:00:00,22.095,1.0,31.3,250,12
2016-09-25 16:00:00,22.05,1.0,31.4,245,13
2016-09-25 17:00:00,22.005000000000003,1.0,31.4,245,13
2016-09-25 18:00:00,21.96,1.0,31.4,245,13
2016-09-25 19:00:00,21.915,1.0,27.9,260,10
2016-09-25 20:00:00,21.87,1.0,27.9,260,10
2016-09-25 21:00:00,21.825000000000003,1.0,27.9,260,10
2016-09-25 22:00:00,21.78,1.0,27.3,250,8
2016-09-25 23:00:00,21.735,1.0,27.3,250,8
2016-09-26 00:00:00,21.69,1.0,27.3,250,8
2016-09-26 01:00:00,21.645000000000003,1.0,27.0,325,10
2016-09-26 02:00:00,21.6,1.0,27.0,325,10
2016-09-26 03:00:00,24.3,1.0,27.0,325,10
2016-09-26 04:00:00,20.8,1.0,26.5,310,7
2016-09-26 05:00:00,20.5,1.0,26.5,310,7
2016-09-26 06:00:00,15.7,1.0,26.5,310,7
2016-09-26 07:00:00,12.5,1.0,27.4,235,9
2016-09-26 08:00:00,21.1,1.0,27.4,235,9
2016-09-26 09:00:00,21.6,1.0,27.4,235,9
2016-09-26 10:00:00,23.2,1.0,30.1,230,11
2016-09-26 11:00:00,28.0,1.0,30.1,230,11
2016-09-26 12:00:00,30.0,1.0,30.1,230,11
2016-09-26 13:00:00,38.1,1.0,30.7,235,7
2016-09-26 14:00:00,13.9,1.0,30.7,235,7
2016-09-26 15:00:00,19.5,1.0,30.7,235,7
2016-09-26 16:00:00,20.5,1.0,29.8,230,14
2016-09-26 17:00:00,19.1,1.0,29.8,230,14
2016-09-26 18:00:00,7.1,1.0,29.8,230,14
2016-09-26 19:00:00,7.4,1.0,27.4,270,12
2016-09-26 20:00:00,7.3,1.0,27.4,270,12
2016-09-26 21:00:00,8.0,1.0,27.4,270,12
2016-09-26 22:00:00,8.4,1.0,26.9,305,9
2016-09-26 23:00:00,14.6,1.0,26.9,305,9
2016-09-27 00:00:00,19.6,1.0,26.9,305,9
2016-09-27 01:00:00,22.2,1.0,26.6,320,7
2016-09-27 02:00:00,20.6,1.0,26.6,320,7
2016-09-27 03:00:00,10.0,1.0,26.6,320,7
2016-09-27 04:00:00,15.0,1.0,26.2,315,10
2016-09-27 05:00:00,10.8,1.0,26.2,315,10
2016-09-27 06:00:00,15.2,1.0,26.2,315,10
2016-09-27 07:00:00,13.1,1.0,26.8,305,18
2016-09-27 08:00:00,12.5,1.0,26.8,305,18
2016-09-27 09:00:00,16.6,1.0,26.8,305,18
2016-09-27 10:00:00,16.2,1.0,29.5,305,18
2016-09-27 11:00:00,17.3,1.0,29.5,305,18
2016-09-27 12:00:00,25.9,1.0,29.5,305,18
2016-09-27 13:00:00,21.4,1.0,32.1,330,10
2016-09-27 14:00:00,18.3,1.0,32.1,330,10
2016-09-27 15:00:00,10.5,1.0,32.1,330,10
2016-09-27 16:00:00,8.9,1.0,32.1,300,6
2016-09-27 17:00:00,8.2,1.0,32.1,300,6
2016-09-27 18:00:00,15.0,1.0,32.1,300,6
2016-09-27 19:00:00,10.1,1.0,27.4,305,7
2016-09-27 20:00:00,8.3,1.0,27.4,305,7
2016-09-27 21:00:00,5.9,1.0,27.4,305,7
2016-09-27 22:00:00,7.6,1.0,26.9,330,9
2016-09-27 23:00:00,8.9,1.0,26.9,330,9
2016-09-28 00:00:00,15.6,1.0,26.9,330,9
2016-09-28 01:00:00,18.5,1.0,26.7,320,14
2016-09-28 02:00:00,21.4,1.0,26.7,320,14
2016-09-28 03:00:00,18.6,1.0,26.7,320,14
2016-09-28 04:00:00,10.1,1.0,26.0,325,15
2016-09-28 05:00:00,6.8,1.0,26.0,325,15
2016-09-28 06:00:00,8.5,1.0,26.0,325,15
2016-09-28 07:00:00,4.2,1.0,26.3,320,12
2016-09-28 08:00:00,8.1,1.0,26.3,320,12
2016-09-28 09:00:00,13.8,1.0,26.3,320,12
2016-09-28 10:00:00,11.0,1.0,30.0,305,12
2016-09-28 11:00:00,21.0,1.0,30.0,305,12
2016-09-28 12:00:00,15.2,1.0,30.0,305,12
2016-09-28 13:00:00,17.9,1.0,32.1,310,11
2016-09-28 14:00:00,17.1,1.0,32.1,310,11
2016-09-28 15:00:00,16.3,1.0,32.1,310,11
2016-09-28 16:00:00,15.8,1.0,31.1,280,14
2016-09-28 17:00:00,14.0,1.0,31.1,280,14
2016-09-28 18:00:00,12.8,1.0,31.1,280,14
2016-09-28 19:00:00,13.3,1.0,27.8,280,8
2016-09-28 20:00:00,11.5,1.0,27.8,280,8
2016-09-28 21:00:00,9.1,1.0,27.8,280,8
2016-09-28 22:00:00,7.8,1.0,27.4,290,5
2016-09-28 23:00:00,8.3,1.0,27.4,290,5
2016-09-29 00:00:00,9.5,1.0,27.4,290,5
2016-09-29 01:00:00,8.2,1.0,26.5,205,2
2016-09-29 02:00:00,11.9,1.0,26.5,205,2
2016-09-29 03:00:00,16.3,1.0,26.5,205,2
2016-09-29 04:00:00,11.4,1.0,25.9,260,5
2016-09-29 05:00:00,8.5,1.0,25.9,260,5
2016-09-29 06:00:00,8.6,1.0,25.9,260,5
2016-09-29 07:00:00,16.8,1.0,26.4,240,8
2016-09-29 08:00:00,18.7,1.0,26.4,240,8
2016-09-29 09:00:00,27.9,1.0,26.4,240,8
2016-09-29 10:00:00,25.2,1.0,29.8,255,9
2016-09-29 11:00:00,25.4,1.0,29.8,255,9
2016-09-29 12:00:00,27.3,1.0,29.8,255,9
2016-09-29 13:00:00,21.3,1.0,32.0,240,4
2016-09-29 14:00:00,11.5,1.0,32.0,240,4
2016-09-29 15:00:00,23.9,1.0,32.0,240,4
2016-09-29 16:00:00,13.2,1.0,31.7,235,8
2016-09-29 17:00:00,7.4,1.0,31.7,235,8
2016-09-29 18:00:00,8.3,1.0,31.7,235,8
2016-09-29 19:00:00,7.4,1.0,28.1,215,8
2016-09-29 20:00:00,13.1,1.0,28.1,215,8
2016-09-29 21:00:00,5.5,1.0,28.1,215,8
2016-09-29 22:00:00,7.0,1.0,27.5,230,6
2016-09-29 23:00:00,10.9,1.0,27.5,230,6
2016-09-30 00:00:00,9.9,1.0,27.5,230,6
2016-09-30 01:00:00,16.3,1.0,26.8,265,5
2016-09-30 02:00:00,22.3,1.0,26.8,265,5
2016-09-30 03:00:00,17.8,1.0,26.8,265,5
2016-09-30 04:00:00,9.2,1.0,25.7,285,7
2016-09-30 05:00:00,6.0,1.0,25.7,285,7
2016-09-30 06:00:00,12.3,1.0,25.7,285,7
2016-09-30 07:00:00,10.9,1.0,26.3,240,7
2016-09-30 08:00:00,15.6,1.0,26.3,240,7
2016-09-30 09:00:00,20.4,1.0,26.3,240,7
2016-09-30 10:00:00,23.2,1.0,29.9,255,6
2016-09-30 11:00:00,23.9,1.0,29.9,255,6
2016-09-30 12:00:00,18.4,1.0,29.9,255,6
2016-09-30 13:00:00,17.2,1.0,32.2,260,2
2016-09-30 14:00:00,24.5,1.0,32.2,260,2
2016-09-30 15:00:00,27.4,1.0,32.2,260,2
2016-09-30 16:00:00,28.7,1.0,32.3,270,5
2016-09-30 17:00:00,34.1,1.0,32.3,270,5
2016-09-30 18:00:00,32.7,1.0,32.3,270,5
2016-09-30 19:00:00,18.6,1.0,28.2,175,3
2016-09-30 20:00:00,15.6,1.0,28.2,175,3
2016-09-30 21:00:00,18.1,1.0,28.2,175,3
2016-09-30 22:00:00,11.0,1.0,27.6,170,5
2016-09-30 23:00:00,12.5,1.0,27.6,170,5
2016-10-01 00:00:00,10.6,1.0,27.6,170,5
2016-10-01 01:00:00,12.0,1.0,26.5,210,4
2016-10-01 02:00:00,15.8,1.0,26.5,210,4
2016-10-01 03:00:00,10.7,1.0,26.5,210,4
2016-10-01 04:00:00,15.1,1.0,25.5,250,5
2016-10-01 05:00:00,9.7,1.0,25.5,250,5
2016-10-01 06:00:00,6.2,1.0,25.5,250,5
2016-10-01 07:00:00,9.7,1.0,26.2,310,8
2016-10-01 08:00:00,13.0,1.0,26.2,310,8
2016-10-01 09:00:00,8.5,1.0,26.2,310,8
2016-10-01 10:00:00,8.3,1.0,30.0,305,11
2016-10-01 11:00:00,14.4,1.0,30.0,305,11
2016-10-01 12:00:00,10.7,1.0,30.0,305,11
2016-10-01 13:00:00,15.2,1.0,32.4,305,15
2016-10-01 14:00:00,19.4,1.0,32.4,305,15
2016-10-01 15:00:00,21.1,1.0,32.4,305,15
2016-10-01 16:00:00,22.1,1.0,31.6,310,14
2016-10-01 17:00:00,17.7,1.0,31.6,310,14
2016-10-01 18:00:00,17.9,1.0,31.6,310,14
2016-10-01 19:00:00,10.7,1.0,28.0,310,8
2016-10-01 20:00:00,9.1,1.0,28.0,310,8
2016-10-01 21:00:00,6.8,1.0,28.0,310,8
2016-10-01 22:00:00,7.9,1.0,27.3,335,8
2016-10-01 23:00:00,12.1,1.0,27.3,335,8
2016-10-02 00:00:00,14.1,1.0,27.3,335,8
2016-10-02 01:00:00,16.0,1.0,27.0,345,10
2016-10-02 02:00:00,18.7,1.0,27.0,345,10
2016-10-02 03:00:00,16.4,1.0,27.0,345,10
2016-10-02 04:00:00,14.3,1.0,26.2,345,9
2016-10-02 05:00:00,12.9,1.0,26.2,345,9
2016-10-02 06:00:00,15.1,1.0,26.2,345,9
2016-10-02 07:00:00,20.2,1.0,26.6,10,10
2016-10-02 08:00:00,25.6,1.0,26.6,10,10
2016-10-02 09:00:00,40.5,1.0,26.6,10,10
2016-10-02 10:00:00,40.6,1.0,30.3,40,10
2016-10-02 11:00:00,43.2,1.0,30.3,40,10
2016-10-02 12:00:00,30.5,1.0,30.3,40,10
2016-10-02 13:00:00,31.1,1.0,33.0,25,5
2016-10-02 14:00:00,26.4,1.0,33.0,25,5
2016-10-02 15:00:00,31.1,1.0,33.0,25,5
2016-10-02 16:00:00,40.3,1.0,32.8,315,7
2016-10-02 17:00:00,31.1,1.0,32.8,315,7
2016-10-02 18:00:00,12.9,1.0,32.8,315,7
2016-10-02 19:00:00,13.05,1.0,29.2,305,5
2016-10-02 20:00:00,13.2,1.0,29.2,305,5
2016-10-02 21:00:00,8.5,1.0,29.2,305,5
2016-10-02 22:00:00,6.3,1.0,28.3,330,5
2016-10-02 23:00:00,8.9,1.0,28.3,330,5
2016-10-03 00:00:00,10.6,1.0,28.3,330,5
2016-10-03 01:00:00,13.5,1.0,27.5,340,5
2016-10-03 02:00:00,11.3,1.0,27.5,340,5
2016-10-03 03:00:00,13.2,1.0,27.5,340,5
2016-10-03 04:00:00,15.1,1.0,27.0,5,7
2016-10-03 05:00:00,12.4,1.0,27.0,5,7
2016-10-03 06:00:00,13.1,1.0,27.0,5,7
2016-10-03 07:00:00,18.0,1.0,27.4,360,6
2016-10-03 08:00:00,21.8,1.0,27.4,360,6
2016-10-03 09:00:00,28.1,1.0,27.4,360,6
2016-10-03 10:00:00,27.6,1.0,30.0,45,4
2016-10-03 11:00:00,27.7,1.0,30.0,45,4
2016-10-03 12:00:00,24.8,1.0,30.0,45,4
2016-10-03 13:00:00,21.1,1.0,32.3,120,2
2016-10-03 14:00:00,20.200000000000003,1.0,32.3,120,2
2016-10-03 15:00:00,19.3,1.0,32.3,120,2
2016-10-03 16:00:00,13.3,1.0,32.3,190,3
2016-10-03 17:00:00,18.5,1.0,32.3,190,3
2016-10-03 18:00:00,14.5,1.0,32.3,190,3
2016-10-03 19:00:00,25.6,1.0,28.7,160,11
2016-10-03 20:00:00,18.9,1.0,28.7,160,11
2016-10-03 21:00:00,23.0,1.0,28.7,160,11
2016-10-03 22:00:00,31.4,1.0,28.0,175,11
2016-10-03 23:00:00,29.7,1.0,28.0,175,11
2016-10-04 00:00:00,32.9,1.0,28.0,175,11
2016-10-04 01:00:00,36.1,1.0,27.2,160,5
2016-10-04 02:00:00,30.7,1.0,27.2,160,5
2016-10-04 03:00:00,25.0,1.0,27.2,160,5
2016-10-04 04:00:00,10.8,1.0,26.5,175,4
2016-10-04 05:00:00,14.4,1.0,26.5,175,4
2016-10-04 06:00:00,10.0,1.0,26.5,175,4
2016-10-04 07:00:00,12.3,1.0,27.3,275,6
2016-10-04 08:00:00,12.3,1.0,27.3,275,6
2016-10-04 09:00:00,15.6,1.0,27.3,275,6
2016-10-04 10:00:00,14.75,1.0,30.5,300,6
2016-10-04 11:00:00,13.9,1.0,30.5,300,6
2016-10-04 12:00:00,21.8,1.0,30.5,300,6
2016-10-04 13:00:00,28.2,1.0,32.5,310,9
2016-10-04 14:00:00,27.4,1.0,32.5,310,9
2016-10-04 15:00:00,25.4,1.0,32.5,310,9
2016-10-04 16:00:00,22.4,1.0,32.3,295,8
2016-10-04 17:00:00,14.0,1.0,32.3,295,8
2016-10-04 18:00:00,11.3,1.0,32.3,295,8
2016-10-04 19:00:00,16.5,1.0,28.6,250,7
2016-10-04 20:00:00,18.9,1.0,28.6,250,7
2016-10-04 21:00:00,15.3,1.0,28.6,250,7
2016-10-04 22:00:00,5.3,1.0,28.1,255,7
2016-10-04 23:00:00,15.5,1.0,28.1,255,7
2016-10-05 00:00:00,15.7,1.0,28.1,255,7
2016-10-05 01:00:00,26.3,1.0,27.6,280,4
2016-10-05 02:00:00,24.3,1.0,27.6,280,4
2016-10-05 03:00:00,31.1,1.0,27.6,280,4
2016-10-05 04:00:00,9.8,1.0,26.8,50,1
2016-10-05 05:00:00,22.1,1.0,26.8,50,1
2016-10-05 06:00:00,15.5,1.0,26.8,50,1
2016-10-05 07:00:00,13.6,1.0,27.4,155,3
2016-10-05 08:00:00,11.7,1.0,27.4,155,3
2016-10-05 09:00:00,25.6,1.0,27.4,155,3
2016-10-05 10:00:00,25.8,1.0,30.2,165,3
2016-10-05 11:00:00,27.2,1.0,30.2,165,3
2016-10-05 12:00:00,19.2,1.0,30.2,165,3
2016-10-05 13:00:00,42.0,0.0,31.2,250,4
2016-10-05 14:00:00,45.2,0.0,31.2,250,4
2016-10-05 15:00:00,58.5,0.0,31.2,250,4
2016-10-05 16:00:00,62.4,0.0,31.7,275,8
2016-10-05 17:00:00,66.3,0.0,31.7,275,8
2016-10-05 18:00:00,53.099999999999994,0.5,31.7,275,8
2016-10-05 19:00:00,39.9,1.0,28.7,275,14
2016-10-05 20:00:00,35.7,0.0,28.7,275,14
2016-10-05 21:00:00,34.9,0.0,28.7,275,14
2016-10-05 22:00:00,29.6,0.0,27.8,275,12
2016-10-05 23:00:00,19.3,0.0,27.8,275,12
2016-10-06 00:00:00,19.6,1.0,27.8,275,12
2016-10-06 01:00:00,12.8,1.0,27.3,285,6
2016-10-06 02:00:00,16.6,1.0,27.3,285,6
2016-10-06 03:00:00,19.8,1.0,27.3,285,6
2016-10-06 04:00:00,17.9,1.0,26.6,290,8
2016-10-06 05:00:00,14.7,1.0,26.6,290,8
2016-10-06 06:00:00,14.1,1.0,26.6,290,8
2016-10-06 07:00:00,15.5,1.0,26.5,300,13
2016-10-06 08:00:00,9.7,1.0,26.5,300,13
2016-10-06 09:00:00,11.6,1.0,26.5,300,13
2016-10-06 10:00:00,16.1,1.0,27.2,315,12
2016-10-06 11:00:00,24.6,1.0,27.2,315,12
2016-10-06 12:00:00,18.1,1.0,27.2,315,12
2016-10-06 13:00:00,13.9,1.0,29.8,310,13
2016-10-06 14:00:00,13.9,1.0,29.8,310,13
2016-10-06 15:00:00,12.7,1.0,29.8,310,13
2016-10-06 16:00:00,13.6,1.0,30.2,305,15
2016-10-06 17:00:00,13.8,1.0,30.2,305,15
2016-10-06 18:00:00,13.5,1.0,30.2,305,15
2016-10-06 19:00:00,16.4,1.0,27.2,310,14
2016-10-06 20:00:00,10.6,1.0,27.2,310,14
2016-10-06 21:00:00,6.8,1.0,27.2,310,14
2016-10-06 22:00:00,8.3,1.0,27.0,315,9
2016-10-06 23:00:00,7.5,0.0,27.0,315,9
2016-10-07 00:00:00,6.1,1.0,27.0,315,9
2016-10-07 01:00:00,7.3,1.0,26.5,310,7
2016-10-07 02:00:00,16.6,1.0,26.5,310,7
2016-10-07 03:00:00,15.4,1.0,26.5,310,7
2016-10-07 04:00:00,8.7,1.0,25.9,310,11
2016-10-07 05:00:00,8.3,1.0,25.9,310,11
2016-10-07 06:00:00,9.5,1.0,25.9,310,11
2016-10-07 07:00:00,10.3,1.0,26.4,300,13
2016-10-07 08:00:00,13.3,1.0,26.4,300,13
2016-10-07 09:00:00,19.1,1.0,26.4,300,13
2016-10-07 10:00:00,19.4,1.0,29.8,300,16
2016-10-07 11:00:00,23.6,1.0,29.8,300,16
2016-10-07 12:00:00,21.9,1.0,29.8,300,16
2016-10-07 13:00:00,20.2,1.0,30.0,295,25
2016-10-07 14:00:00,20.8,1.0,30.0,295,25
2016-10-07 15:00:00,19.9,1.0,30.0,295,25
2016-10-07 16:00:00,21.8,1.0,29.7,290,26
2016-10-07 17:00:00,12.4,1.0,29.7,290,26
2016-10-07 18:00:00,12.1,1.0,29.7,290,26
2016-10-07 19:00:00,10.0,0.0,27.2,300,23
2016-10-07 20:00:00,13.4,0.0,27.2,300,23
2016-10-07 21:00:00,15.4,0.0,27.2,300,23
2016-10-07 22:00:00,13.8,0.0,26.9,305,20
2016-10-07 23:00:00,15.8,0.0,26.9,305,20
2016-10-08 00:00:00,14.2,1.0,26.9,305,20
2016-10-08 01:00:00,18.0,1.0,26.5,300,22
2016-10-08 02:00:00,20.7,1.0,26.5,300,22
2016-10-08 03:00:00,17.9,1.0,26.5,300,22
2016-10-08 04:00:00,15.2,1.0,25.6,305,24
2016-10-08 05:00:00,19.1,1.0,25.6,305,24
2016-10-08 06:00:00,12.1,1.0,25.6,305,24
2016-10-08 07:00:00,9.1,1.0,26.0,330,24
2016-10-08 08:00:00,5.6,1.0,26.0,330,24
2016-10-08 09:00:00,10.45,1.0,26.0,330,24
2016-10-08 10:00:00,15.3,1.0,28.0,350,20
2016-10-08 11:00:00,24.8,1.0,28.0,350,20
2016-10-08 12:00:00,22.0,0.0,28.0,350,20
2016-10-08 13:00:00,47.8,0.0,29.5,340,17
2016-10-08 14:00:00,13.4,0.0,29.5,340,17
2016-10-08 15:00:00,41.4,0.0,29.5,340,17
2016-10-08 16:00:00,19.0,1.0,30.2,315,15
2016-10-08 17:00:00,24.2,1.0,30.2,315,15
2016-10-08 18:00:00,17.9,1.0,30.2,315,15
2016-10-08 19:00:00,15.1,1.0,27.6,350,13
2016-10-08 20:00:00,11.0,1.0,27.6,350,13
2016-10-08 21:00:00,10.4,1.0,27.6,350,13
2016-10-08 22:00:00,12.3,0.0,27.0,340,14
2016-10-08 23:00:00,10.8,0.0,27.0,340,14
2016-10-09 00:00:00,8.2,1.0,27.0,340,14
2016-10-09 01:00:00,10.4,1.0,26.5,345,11
2016-10-09 02:00:00,8.6,1.0,26.5,345,11
2016-10-09 03:00:00,9.0,1.0,26.5,345,11
2016-10-09 04:00:00,9.1,1.0,25.5,340,12
2016-10-09 05:00:00,8.6,1.0,25.5,340,12
2016-10-09 06:00:00,9.3,1.0,25.5,340,12
2016-10-09 07:00:00,9.1,1.0,26.0,30,21
2016-10-09 08:00:00,10.1,1.0,26.0,30,21
2016-10-09 09:00:00,13.2,1.0,26.0,30,21
2016-10-09 10:00:00,22.9,1.0,28.9,40,19
2016-10-09 11:00:00,9.8,1.0,28.9,40,19
2016-10-09 12:00:00,16.7,1.0,28.9,40,19
2016-10-09 13:00:00,19.6,1.0,31.7,40,14
2016-10-09 14:00:00,26.6,1.0,31.7,40,14
2016-10-09 15:00:00,29.6,1.0,31.7,40,14
2016-10-09 16:00:00,28.0,1.0,31.8,20,5
2016-10-09 17:00:00,26.6,1.0,31.8,20,5
2016-10-09 18:00:00,24.0,1.0,31.8,20,5
2016-10-09 19:00:00,18.2,1.0,28.1,340,15
2016-10-09 20:00:00,15.6,1.0,28.1,340,15
2016-10-09 21:00:00,15.6,1.0,28.1,340,15
2016-10-09 22:00:00,15.7,1.0,27.3,335,12
2016-10-09 23:00:00,17.8,1.0,27.3,335,12
2016-10-10 00:00:00,14.9,1.0,27.3,335,12
2016-10-10 01:00:00,16.0,1.0,26.3,315,14
2016-10-10 02:00:00,16.2,1.0,26.3,315,14
2016-10-10 03:00:00,16.4,1.0,26.3,315,14
2016-10-10 04:00:00,18.1,1.0,25.6,320,13
2016-10-10 05:00:00,12.7,1.0,25.6,320,13
2016-10-10 06:00:00,9.9,1.0,25.6,320,13
2016-10-10 07:00:00,9.5,1.0,26.0,345,9
2016-10-10 08:00:00,9.7,1.0,26.0,345,9
2016-10-10 09:00:00,12.8,1.0,26.0,345,9
2016-10-10 10:00:00,15.6,1.0,29.6,15,8
2016-10-10 11:00:00,14.5,1.0,29.6,15,8
2016-10-10 12:00:00,18.8,1.0,29.6,15,8
2016-10-10 13:00:00,16.8,1.0,32.0,25,8
2016-10-10 14:00:00,24.8,1.0,32.0,25,8
2016-10-10 15:00:00,27.9,1.0,32.0,25,8
2016-10-10 16:00:00,27.0,1.0,32.1,345,4
2016-10-10 17:00:00,25.7,1.0,32.1,345,4
2016-10-10 18:00:00,21.6,1.0,32.1,345,4
2016-10-10 19:00:00,16.4,1.0,28.5,350,7
2016-10-10 20:00:00,13.3,1.0,28.5,350,7
2016-10-10 21:00:00,13.9,1.0,28.5,350,7
2016-10-10 22:00:00,9.5,1.0,27.8,345,9
2016-10-10 23:00:00,9.3,1.0,27.8,345,9
2016-10-11 00:00:00,8.8,1.0,27.8,345,9
2016-10-11 01:00:00,12.5,1.0,26.5,10,11
2016-10-11 02:00:00,12.3,1.0,26.5,10,11
2016-10-11 03:00:00,9.8,1.0,26.5,10,11
2016-10-11 04:00:00,8.5,1.0,25.7,360,9
2016-10-11 05:00:00,8.1,1.0,25.7,360,9
2016-10-11 06:00:00,17.2,1.0,25.7,360,9
2016-10-11 07:00:00,19.9,1.0,26.3,30,11
2016-10-11 08:00:00,26.3,1.0,26.3,30,11
2016-10-11 09:00:00,26.0,1.0,26.3,30,11
2016-10-11 10:00:00,26.3,1.0,30.1,45,12
2016-10-11 11:00:00,31.0,1.0,30.1,45,12
2016-10-11 12:00:00,21.4,1.0,30.1,45,12
2016-10-11 13:00:00,27.0,1.0,32.4,70,10
2016-10-11 14:00:00,23.5,1.0,32.4,70,10
2016-10-11 15:00:00,25.8,1.0,32.4,70,10
2016-10-11 16:00:00,32.5,1.0,32.0,95,5
2016-10-11 17:00:00,28.2,1.0,32.0,95,5
2016-10-11 18:00:00,32.3,0.0,32.0,95,5
2016-10-11 19:00:00,32.9,0.0,28.7,90,9
2016-10-11 20:00:00,33.4,0.0,28.7,90,9
2016-10-11 21:00:00,33.9,0.0,28.7,90,9
2016-10-11 22:00:00,32.4,0.0,27.9,75,5
2016-10-11 23:00:00,29.1,0.0,27.9,75,5
2016-10-12 00:00:00,21.9,1.0,27.9,75,5
2016-10-12 01:00:00,19.8,1.0,27.3,15,4
2016-10-12 02:00:00,23.1,1.0,27.3,15,4
2016-10-12 03:00:00,18.5,1.0,27.3,15,4
2016-10-12 04:00:00,15.4,1.0,26.6,40,8
2016-10-12 05:00:00,15.8,1.0,26.6,40,8
2016-10-12 06:00:00,20.1,1.0,26.6,40,8
2016-10-12 07:00:00,24.4,1.0,27.1,45,19
2016-10-12 08:00:00,25.8,1.0,27.1,45,19
2016-10-12 09:00:00,27.5,1.0,27.1,45,19
2016-10-12 10:00:00,28.2,0.0,28.3,45,17
2016-10-12 11:00:00,32.2,1.0,28.3,45,17
2016-10-12 12:00:00,34.6,1.0,28.3,45,17
2016-10-12 13:00:00,33.4,1.0,29.5,60,16
2016-10-12 14:00:00,31.799999999999997,1.0,29.5,60,16
