,RMSE t+1,f1 acc t+1,macro avg t+1,RMSE t+6,f1 acc t+6,macro avg t+6,RMSE t+12,f1 acc t+12,macro avg t+12,RMSE t+24,f1 acc t+24,macro avg t+24,RMSE t+48,f1 acc t+48,macro avg t+48,RMSE t+72,f1 acc t+72,macro avg t+72
GRU Bangkok,2.961991193229078,0.9498799519807923,0.8986858833423668,7.798640096918132,0.8415366146458584,0.6506337529219463,8.52418426661407,0.8221788715486195,0.5535005900612713,8.82495740692821,0.8251800720288115,0.5592918133375443,10.37684316958403,0.799969987995198,0.4821591436112355,11.119705908127932,0.7819627851140456,0.42745759987777693
